filename,Artistic Categories,Total aesthetic score,Theme and logic,Creativity,Layout and composition,Space and perspective,The sense of order,Light and shadow,Color,Details and texture,The overall,Mood,Language Comment
11f5ddcbac6f4d8199d3cffbf3765a81.jpg,oil painting*symbolism*portraiture,78.33,,,7.67,7,,7.17,7.5,7.67,7.83,,
11f87a19fb874b948b026690151bccf7.jpg,sketching*symbolism*still life,57.5,6.5,,5.83,5,5.17,4.67,,5.17,5.33,5.5,"The details of the sketch are slightly rough and not precise enough, and it is necessary to enhance the ability to depict details."
11fbcad8f2ff49a7a87e32f7c4c5ca8b.jpg,sketching*classicism*landscapes,59.17,5.5,,5.5,6.33,5.83,5,,5.33,5.83,5.67,"The linear representation of the screen is relatively good overall, and there is no clear distinction between the levels of near, medium, and long shots"
12041a4f5d1e4d5585fa1aad735210ea.jpg,oil painting*symbolism*portraiture,83.33,,,7.67,8,,7.67,7.33,7.67,8,,"Pay attention to the handling and expression of details, whether it is the clothing, accessories, or environmental background of the characters, they are carefully depicted and depicted, making the picture more complete and delicate"
120b52263c4d4f4fa8cd3300fa8d3c4c.jpg,oil painting*symbolism*still life,82.14,8.43,,8.14,8.29,8.29,8.14,8.57,8.29,8.43,8.29,"The composition is average, the color relationships are also harmonious, and the color brightness is relatively pure, but unfortunately the depiction is not deep enough."
121100b688f443458dadf8e107e0a12b.png,sketching*classicism*portraiture,77.5,,,7.17,7.5,,6.83,,8.17,7,,
1211a1ffe4d14745aa60a7cff488dc38.jpg,oil painting*classicism*still life,79,7.6,,7.6,7.6,7.6,7.4,7.4,7.6,7.6,7.6,
121484d5f0634b42a07792494478c450.jpg,oil painting*romanticism*landscapes,67,5.6,6.6,5.6,,6.2,,5.8,5.8,6,5,
121ba1cd973d49ebbfbc5e5fff7483a1.jpg,traditional Chinese painting*freehand*portraiture,76.67,7.5,7.33,7,,7,,7.67,7.33,7.33,,"A very innovative technique for creating traditional Chinese painting, highlighting the expressions of the characters, making the entire character very lively. The most important thing about character sketching is that there are some problems with the shape of the character at some joints and facial features. The strokes are still good, and the lines are a bit repetitive"
12258422bcc44c2482a79e6903933618.jpg,oil painting*symbolism*still life,79.29,7.71,,7.86,7.57,7.71,7.86,7.86,8.14,7.86,7.71,"The composition is conventional and the color relationships are relatively harmonious, but unfortunately the depiction is not deep enough."
1229d942309a457590c4f2161b9737f8.jpg,traditional Chinese painting*meticulous*portraiture,70.83,,,7.67,7.67,,7,7.17,6.83,7,,"The picture is very delicate, and calligraphy is the finishing touch. Calligraphy and painting complement each other, and the elements in the picture are concise, intuitive, and rich."
122dfb4cc5014403aee8801cfa1f5167.png,traditional Chinese painting*meticulous*floral and avian,25,3.67,,3,2.67,2.83,2.5,2.33,2.33,3,2.5,
123491c17cbb4739884904392ee7d6b2.jpg,traditional Chinese painting*meticulous*mountains and water,50,6,,5,5,5,5,5.5,4.83,5,5,"The picture is very simple, and the brushstrokes are also very beginner like, with a very immature way of shaping. The picture is stable and the color tone is unified, with a certain level of ink expression language, and both virtual and real elements are embodied"
123bb87c40374d669dc067b9b868b422.png,traditional Chinese painting*freehand*floral and avian,27.5,4.33,3,3,,3.33,,3.5,2.83,3.17,3.33,
12522e18b2204c4d9a2b4a464d1f8786.png,traditional Chinese painting*meticulous*floral and avian,69.17,6.5,,6.67,6.67,6.17,6.33,6.67,6.83,7,6.33,
1255496bbc6a42ccb61ced78d8e01c79.jpg,sketching*classicism*landscapes,70.83,5.83,,7,6,5.17,7,,5,7.33,7,
1257cf1492c04952820a8001c57d55b3.jpg,sketching*classicism*landscapes,74.17,5.83,,6.67,6.33,6.83,6.17,,5.83,6.83,6.5,"The overall composition of the picture is somewhat off to the right, and the center of gravity is off to the bottom right corner"
12585d690aea48e68791d60a955aaf58.jpg,traditional Chinese painting*freehand*mountains and water,54.17,6,5.5,5.83,,5.17,,5,5.33,5.17,5.33,"The overall composition is a bit problematic, the drawing is bold, but the lines and colors lack dynamism. The details of the picture need to be improved, not blindly creating a sense of atmosphere, and the level changes in the picture are not enough."
126d1f1ab21d4118b9ead4bf37950e27.png,traditional Chinese painting*meticulous*mountains and water,35,4,,4,3.5,3.33,3.17,3.5,3.17,3.33,3.17,
127084353ffe4810b3967d0efc40a551.png,traditional Chinese painting*meticulous*mountains and water,75,6.83,,7.17,7,7,6.83,6.5,7.67,7.5,7.33,
127110588023478c8399b8a0e4a2266f.jpg,sketching*classicism*landscapes,70,5.33,,5.67,5.5,5.83,5.5,,5.5,6.17,5.83,"The overall composition of the picture is too formulaic, and there is no close-up or distant view. Only the mid-range architecture is available"
127adf06097843aa9ab5702cb8e47b31.jpg,sketching*symbolism*landscapes,69.17,7.17,,6.83,7.17,6.83,6.5,,6.67,7,6.67,"The main and secondary images are slightly indistinguishable, and the composition and layout of this artwork are relatively reasonable, with insufficient details displayed"
1286054487f64119a851c7f2e4a52c17.jpg,sketching*symbolism*portraiture,80.83,,,7.83,7.83,,7.83,,7.33,7.33,,
128ae538e03b45cfa61f94ea877fd79e.png,sketching*symbolism*still life,83.33,7.83,,7.33,7.5,7.67,7.67,,8,7.83,6.67,
12993c4fce734bd4bf38a4e19a73f263.png,traditional Chinese painting*meticulous*mountains and water,65.83,6.5,,6.33,6.67,6.17,6.5,6.67,6.83,7,6.5,
129e7dc69d34405cb7ee75410bffdf8c.jpg,oil painting*romanticism*portraiture,76.67,8,7.5,7,,7.5,,7.17,7.83,7.83,,
12a04ed405384905bdf73e2af873b5aa.png,traditional Chinese painting*meticulous*floral and avian,78.33,7.67,,7.5,7.33,7.33,7.5,7.17,7.5,7.33,7.67,"The picture is neat, the spatial sense is well handled, the brushstrokes are well formed, and the ink tone is very good. The bird color is more noticeable on the body. The brushstrokes on the screen are very regular, and the colors are also very standard, creating a strong sense of artistic conception."
12b224de4e464ef682084d1e58b8ece0.jpg,oil painting*romanticism*portraiture,76.43,7.71,7.29,7.43,,7,,7.29,7.14,7.29,,"The composition of the picture is creative, with unified color tones, complete spatial hierarchy, good brushstroke, exquisite detail portrayal, and a delicate texture in the thick frame."
12ca96922dd74bc5bd6729871b21f80f.jpg,sketching*classicism*portraiture,35.83,,,4.83,4.5,,3.83,,3.67,4.17,,"The visuals are quite distinctive, with vivid character designs and not very accurate perspective. The hair and facial features are somewhat poorly handled."
12cec69cb93143b0a346c37d5a91a890.jpg,sketching*classicism*landscapes,52.5,5,,5.17,5.83,5.17,4.5,,4.83,5.67,5.67,"The visual representation is relatively good, and the overall composition has a focus that is slightly to the left. The trees are not clearly distinguished in terms of hierarchy"
12e1e9d9e1744d94a7c885c510acb137.png,traditional Chinese painting*freehand*portraiture,74.29,6.86,7.14,7,,7,,6.86,7.14,6.86,,"The picture is very delicate, and calligraphy is the finishing touch. Calligraphy and painting complement each other, and the elements in the picture are concise, intuitive, and rich. A very good picture. The background and calligraphy of the characters are very harmonious. The details on the characters are not enough, but under the simple brushwork of the entire picture, it also appears to be just right"
12f8573407174424b63b9f364ea6e84f.jpg,oil painting*romanticism*portraiture,45.71,4.57,4.57,4.71,,4.57,,4.43,4.29,4.57,,"The artistic conception of the picture is very good, with a unified color tone and rich blue layers, but the main character is lacking in shaping."
1303c0b5cd884ca39e0369656e641f0f.jpg,traditional Chinese painting*meticulous*mountains and water,34.17,4.33,,3.67,3.67,4.17,3.67,3.33,3.83,4.33,3.83,"The composition is too simple and flat, the pen lacks variation, and the image description lacks details. The picture is very simple, and the pen also feels very beginner like. The shaping method is very immature."
130f0eebe68940cb9806f187724642bc.png,traditional Chinese painting*meticulous*portraiture,70,,,6.5,7,,7.17,7,7.17,7.17,,
13203237641c46728f5a2a605dae059d.jpg,traditional Chinese painting*freehand*floral and avian,32.5,4.33,3.83,3.83,,3.83,,3.83,3.83,3.83,3.83,"The picture is very simple, and the brushstrokes are also very beginner like, with a very immature way of shaping. The spatial arrangement of this work is relatively simple, with insufficient details, and the overall picture lacks aesthetics"
1322187c789f46ebbe105d62e1577c43.jpg,sketching*symbolism*portraiture,85.83,,,8.67,8.67,,8.33,,8.17,8.5,,"The character composition is accurate, the facial structure is clear, the expression is vivid, and the details are rich"
1329001be7004958a899c228a389a6c2.png,traditional Chinese painting*meticulous*mountains and water,46.67,5.33,,5,4.67,4.33,4.83,4.33,4.67,5.67,4.5,
13398d1adbb540eabcd962cc519cb0a0.jpg,sketching*symbolism*landscapes,68.33,7.17,,6.83,7.33,7,6.33,,6.67,7.17,6.83,"The composition and layout of this artwork are relatively reasonable, with slightly insufficient details and a slightly stiff tree trunk, giving the image a sense of space"
133aac78346d4eefaa87f99dca9b9020.JPG,sketching*romanticism*still life,51.67,5.17,5.33,4.83,,4.67,,,4.67,4.83,4.33,
134d18ba7f294e09b103ece994fba5e6.png,traditional Chinese painting*meticulous*portraiture,30,,,3.67,3,,3,3,2.83,3.17,,
13584d471395435698f2719a66b3babf.JPG,sketching*symbolism*landscapes,59.17,5.83,,6.33,5.67,5.17,5.33,,4.83,5.83,4.5,
135e502cf3bb4422ace6ea315e4494b4.jpg,sketching*romanticism*still life,64.17,5.33,5.83,6,,6.17,,,5.5,5.33,5.83,This picture lacks basic painting elements and can still be used as a creative line drawing for children.
136276d7258c4d048f5042ca5fc51aae.jpg,oil painting*symbolism*landscapes,66.67,6.5,,6.17,6.5,6.5,6.33,6.17,6.5,6.67,6.17,"The composition is concise and clear, the atmosphere is well created, and the overall atmosphere is expressed clearly, making people feel like they are in the painting."
1367b5a499c5495c8449bdf6c67d2be2.jpg,sketching*classicism*still life,39.17,4.83,,5,4.83,4.5,4,,4,4.33,4,"The still life in the picture is basically depicted clearly, with a certain degree of light and shadow effect, which basically meets the various evaluation standards of the picture"
136c087e879a4ebca0b2eba53a838a3d.jpg,sketching*romanticism*portraiture,72.5,6.33,6.17,5.83,,6.17,,,5.5,6.83,,
137314c41a0140fda8b5bca4db2166a8.jpg,oil painting*romanticism*landscapes,62,6.8,5.2,5.4,,6.2,,6.6,5.2,6.2,6,
137b5900b7d047d293fb0f4ca16c298c.jpg,sketching*romanticism*landscapes,60,5.83,6.5,5.33,,5.67,,,4.5,6,5.5,
1380c8415dbf486ba411396d64c8f11f.jpg,oil painting*romanticism*still life,54.29,6,5.57,5.43,,5.43,,5.14,5,5.57,5.29,"In this still life oil painting, the painter displays unique creativity and personality. The combination of still life and color matching in the picture presents a unique aesthetic taste. The composition is loose, and the details are portrayed in a rigid manner. The texture of the main grape subject details is not reflected in the front."
138431e045a241a793790c250b00b027.png,traditional Chinese painting*meticulous*portraiture,74.17,,,7.5,6.67,,6.83,6.83,7.67,7.17,,
138802e16894478d96ae7524a1f942d4.jpg,sketching*romanticism*landscapes,65.83,6.33,7.33,6.33,,6.33,,,5.5,6.67,6.17,
13888b1404bb4bb3a533594f17de264d.png,traditional Chinese painting*freehand*floral and avian,76.67,7.5,7.17,7.17,,7,,7.17,7.5,7.17,6.83,
139c595b62fc4e4696c545300fca8bb7.png,traditional Chinese painting*meticulous*mountains and water,78.33,7.67,,7.33,7.17,7.33,7.17,7.67,7.5,7.67,7.83,"The composition is full, the details are rich, the color tone is stable but not ostentatious, the spatial sense is layered, the brushstrokes are very regular, the colors are also very standard, and the artistic conception is very strong."
13ade141b1854deebf9b93eadf251cfe.jpg,oil painting*symbolism*landscapes,50,5.5,,5.67,5.17,5.33,5.17,5.67,5.17,5,5.17,
13b67db7b5524bd89db9e98d3f644422.jpg,oil painting*romanticism*landscapes,70,7.4,7.2,6.2,,7.4,,6.8,6.2,7.6,7.2,
13c783290c4743da9cb35a18dac7c7ec.jpg,sketching*romanticism*still life,73.33,5.83,6.83,6.5,,6.17,,,6.33,6.17,6.83,"The screen is mainly composed of still life creativity, with a sense of creativity, freshness, and strong visual impact, but the details are not well handled"
13ceff9317094fecbe740fd21a6f467d.jpg,oil painting*classicism*landscapes,76,7.8,,8,7.8,8,6.8,6.8,7.8,7.4,7.4,
13d556aa520f438480b4a61bef973d57.jpg,sketching*classicism*landscapes,57.5,5.5,,5.67,6.67,5.5,4.33,,5.17,6,5.33,"The overall composition of the screen is too symmetrical, and the stylized middle scenery trees do not clearly distinguish levels"
13d576a0f0c749468580869b4b1dbbd9.jpg,oil painting*romanticism*still life,58.57,6.29,5.57,5.29,,5.71,,5.86,5.29,5.43,5.71,"The composition is perfect, the main subject is prominent, the colors are rich, the strokes are easy, the brushstrokes are free, the atmosphere is just right, and the details are vividly portrayed. This work has very rich colors and lacks some emotional expression and creativity."
13d8235a6159464a9c36d149e667a846.png,sketching*classicism*portraiture,78.33,,,6.83,7.17,,6.83,,7.5,6.67,,
13d8abfcac7443c8aa4ba36dd10331b4.jpg,traditional Chinese painting*meticulous*portraiture,71.67,,,6.67,6.5,,6.67,6.83,7,6.5,,"The picture is very delicate, and calligraphy is the finishing touch. Calligraphy and painting complement each other, and the elements in the picture are concise, intuitive, and rich."
13dcaf8eed4946b1a206d938ad37ffe5.JPG,sketching*classicism*landscapes,61.67,5.67,,6.33,4.5,5.33,6.17,,4.5,5.67,4.17,
13dcfe77c74f47369195076382edb5c8.jpg,sketching*romanticism*landscapes,76.67,7,6.5,6.67,,7,,,6.33,6.83,7.17,
13e0f4ad95834beba4415b58f638d68f.png,sketching*romanticism*portraiture,70,6.33,6.5,6.67,,6.67,,,6,6.17,,
13e1984ba1654ef580a670fe6f9fa587.png,traditional Chinese painting*freehand*floral and avian,35,4.83,4.17,3.67,,3.5,,3.83,3.5,3.67,3.67,
13e2c5b1543f419f8d79e5b307f3b95d.png,traditional Chinese painting*meticulous*portraiture,65.83,,,6.83,7,,6.5,6.67,6.67,6.67,,"A very interesting composition method, with delicate and interesting character portrayal, and very clever ink use."
13eb6f7020f949b4be1ae9822f1e89bc.jpg,sketching*romanticism*still life,31.67,3.5,3.67,3.67,,3,,,3.5,3.5,3.5,"The entire picture is not completed, with average creativity, lacking freshness and strong visual impact, and poor detail handling"
14000e63a1e14532913f36fbe8d8affe.png,traditional Chinese painting*freehand*mountains and water,75.83,8,7.5,7.33,,6.83,,7.17,7,7.5,7.5,"The composition is reasonable, the colors and ink are appropriate, the momentum is still impressive, the layers are rich, and the overall work is quite good. The picture is very delicate, and calligraphy is the finishing touch. Calligraphy and painting complement each other, and the elements in the picture are concise, intuitive, and rich."
14016b9597434e779dde06046311477b.jpg,oil painting*romanticism*portraiture,80.83,8,7.67,7.83,,7.83,,7,7.67,8.17,,
141cf061813d4ea28c29a9b8d5a3b74d.jpg,oil painting*symbolism*landscapes,30.83,3.5,,3.33,3.17,3.33,3.33,3.17,3.5,3.83,3.67,"The color matching is somewhat chaotic, the brushstrokes appear stiff, and the overall atmosphere is not clear enough."
1425838d08d0492690c74edcc65f2017.jpg,oil painting*classicism*still life,65,5.86,,5.57,5.86,5.71,5.57,5.43,5.43,5.71,5.71,"The main color is bright and more prominent, with a strong sense of volume and a lack of money in terms of brightness, darkness, virtuality, and reality. The completion of the picture is high, the details are well portrayed, and the colors are well interwoven with warmth and brightness, creating a stable atmosphere"
1427396236464d8884f6d35d4b69e447.jpg,oil painting*symbolism*landscapes,70.83,6.67,,7,6.83,6.83,6.83,6.83,7.17,6.67,6.17,
142ff21a16dd4b83886cbdac2a508017.png,sketching*classicism*portraiture,68.33,,,6.83,7,,6.33,,7,6,,
1438e38aa9174dc0ab2b659defe18e93.jpg,sketching*symbolism*landscapes,81.67,7.83,,8,8,7.67,7.83,,7.67,8,7.67,"The image has a strong sense of light and shadow, reflecting a good sense of space. The composition and layout of this work are relatively full, and the details are slightly insufficient"
1445ebd5cbac4cbda30a59536a194554.png,sketching*romanticism*portraiture,78.33,6.83,7,7.17,,7,,,7.17,7.33,,
144828f97b154218a4aba7f0e20dc468.png,traditional Chinese painting*meticulous*portraiture,29.17,,,3.5,3.33,,3.33,3.5,3.5,3.33,,
144fc0bb257e41fcbf0af8de81d18252.jpg,sketching*symbolism*still life,61.67,5.83,,6.17,6.33,5.17,5.5,,6,6.17,5.83,"The handling of contrast between light and dark is somewhat ordinary, and it is necessary to strengthen the ability to handle the relationship between light and dark as well as the expressive power of light and shadow effects."
145dc92f053d4e3d916f97703ec25e8a.png,traditional Chinese painting*freehand*portraiture,33.33,4.17,3,3,,3.67,,3,3.33,3.5,,
14648205ced449f9805de14565e02bad.jpg,oil painting*romanticism*landscapes,63,6.2,5.6,5.6,,5.8,,5,5.2,6.2,5.6,
146f7b316ff94062ab995ca4aeb1bfaa.jpg,sketching*symbolism*still life,63.33,6.67,,6.5,6.5,6,6.17,,6.33,6.67,6.17,"The three-dimensional sense of still life in the picture is strong, and the details are well portrayed, but the black and white pairs are relatively weak, and it is necessary to increase the expressive power of the sense of hierarchy."
14734e1d77744def8dce574b4f181a7e.jpg,sketching*romanticism*landscapes,75,6.83,6.17,6.83,,6.67,,,6.17,6.5,6.83,"This black and white landscape painting cleverly utilizes contrast between light and dark, successfully creating a deep depth of field and a rich sense of hierarchy through changes in line density"
1478a7a76962445093a01775030687c3.jpg,oil painting*romanticism*still life,65,7.8,7.4,6.8,,7.6,,7.4,7.4,6.8,6.6,
147c68128f3d46b28756f81b320ac1fa.jpg,oil painting*romanticism*portraiture,49.29,5.29,5.43,5,,5.14,,4.71,4.29,5.14,,"The composition of the picture is complete, the artistic conception is good, the color tone is bright and lively, and the main character is lacking in shaping."
1485ae2a7601495c8d9542f70c7fe0d8.jpg,sketching*symbolism*landscapes,75.83,7,,6.83,7,7.17,6.83,,7.33,7.33,6.33,
148e64f34cba4902beba2d681f3d3fad.jpg,sketching*romanticism*landscapes,53.33,4.83,4.67,5.33,,5.17,,,4.5,5.17,5.5,"The composition is stable, with strong black and white contrast, rich spatial layers, and slightly dull light and shadow effects. Details processing needs to be strengthened"
148f8efe335a48b79d18bd719814413e.jpg,oil painting*romanticism*portraiture,77.86,7.86,7.71,7,,7.43,,7.57,7,7.71,,"The colors are harmonious, the spatial sense is strong, the picture is rich in layers, the pen touch is good, and the color emotion is full."
1491a346c0654bcebb0f0634dd3e364d.png,traditional Chinese painting*meticulous*floral and avian,80.83,8,,7.33,7.67,8.17,8,7.17,7.83,7.83,7.5,"The brushstrokes on the screen are very regular, and the colors are also very standard, creating a strong sense of artistic conception. The ink color is transparent and has a strong impact on the composition. The plant ink color achieves a subtle and appropriate halo dyeing, and the overall color tone is harmonious."
149407be86f4468fbd0240750c041313.jpg,oil painting*classicism*still life,46.67,3.67,,4,4.17,3.67,3.5,3.83,3.83,4,4,"Lack of volume, unclear color boundaries, resulting in inaccurate shapes, inconsistent color tones, but relatively well crafted details."
149edfedf4564b5cb2a51f27e2cdd224.jpg,sketching*classicism*portraiture,78.33,,,7.33,6.67,,6.33,,7.17,6.67,,
14b154a95356405b8a8926cea55812c3.jpg,oil painting*symbolism*still life,75,8.2,,8.2,7.8,7.8,7.6,7.6,7.4,7.4,7.4,
14b2999e1fe24899bb94b089572c7489.jpg,sketching*romanticism*landscapes,36.67,4.67,4.5,4,,3.5,,,3.67,4.17,4.17,"The layout of the screen still needs optimization, and the black and white contrast is not prominent enough, resulting in insufficient sense of hierarchy and depth in the picture"
14b417771c37439f933a0764b4a811c8.jpg,sketching*classicism*still life,73.33,7.17,,6.83,5.17,6.17,7.17,,7.33,6.5,5.17,
14b542efbbfc448cba2935cbc1b595d8.jpg,sketching*romanticism*landscapes,30.83,4.17,3.83,3.67,,3,,,3,3.5,4.33,The lack of balance in composition makes the picture appear chaotic and disorganized. The lack of clear black and white contrast leads to a lack of visual focus in the image. The lines are rough and lack delicacy
14bc0485a6e84d75ad172f49065e6aeb.jpg,sketching*romanticism*landscapes,75.83,6.5,6.83,6.33,,6.5,,,6.67,7,6.83,
14c5fe07ada3483fb564f89dd4536e77.jpg,oil painting*classicism*portraiture,82.5,,,8.33,8.17,,7.67,8.33,7.83,7.83,,
14c95496df2844fe95dcb1761b02a948.jpg,oil painting*symbolism*portraiture,80,,,7.86,7.86,,7.57,8,8.43,7.71,,
14d29fcdccd348f883fcb48daf7e129b.jpg,oil painting*romanticism*still life,69.29,6.86,6.57,6.57,,6.14,,6.71,6.57,6.71,6.57,"This creativity and uniqueness make this still life oil painting stand out among many works, becoming a work of artistic value. Rich and bold colors, prominent atmosphere and artistic conception, and strong decorative sense."
14d69b7334914c778af727e5d1b448ef.jpg,traditional Chinese painting*freehand*mountains and water,76.67,7.67,7.33,7.17,,6.83,,7.33,7,7.67,7.83,"At first glance, this artwork is a modern painting style that lacks traditional brushstrokes, ink lines, and texture. The picture is very delicate, and calligraphy is the finishing touch. Calligraphy and painting complement each other, and the elements in the picture are concise, intuitive, and rich."
14d7ad4bbcc646fc894766f70ca3da45.jpg,sketching*classicism*landscapes,64.17,6,,6.83,5,5.33,6,,5.5,6,5.5,
14de6e5efb414330bed4eb5f05629b19.jpg,sketching*symbolism*portraiture,83.33,,,8.17,8,,8,,7.83,8,,"The character composition is accurate, the facial structure is clear, the expression is vivid, and the details are rich"
14deda5822e74258ae909dde9eb30b5b.png,oil painting*symbolism*landscapes,61.43,6.14,,6.29,5.86,5.57,5.14,6.43,6.14,6.43,6,
14e5030d058c421384c970e62162032f.png,traditional Chinese painting*freehand*mountains and water,80.83,8.33,8.33,8,,7.67,,8,8.17,8.33,8.33,"The picture is very delicate, and calligraphy is the finishing touch. Calligraphy and painting complement each other, and the elements in the picture are concise, intuitive, and rich. From the perspective of painting style and techniques, this painting belongs to the category of small freehand brushwork by Yang Xiting. It is both neat and interesting, with a smooth and orderly brushstrokes, establishing its own language order and a warm and elegant, broad and rich brushstroke style. His works incorporate modern elements on the basis of traditional painting language, with a focus on composition and neat shapes. The depiction of trees is particularly vivid, making the painting full of vitality."
14effe66569c41408058566370c45539.jpg,traditional Chinese painting*meticulous*mountains and water,50.83,6,,5.67,5.33,5.5,5.33,5.17,5.17,6,5.33,"The picture is very simple, and the brushstrokes are also very beginner like, with a very immature way of shaping. The stable color tone of the picture is unified, with a certain level of ink expression language, reflecting both reality and virtuality"
15023df1e40b487598f09489220eafb4.jpg,oil painting*romanticism*still life,81,7.4,7,6.2,,7.8,,7.8,7,7.2,7.8,
1507acaa9c334e3586ae4f48053afc60.jpg,sketching*classicism*portraiture,69.17,,,6.33,6.33,,5.17,,5.83,6.5,,"The composition of the picture is harmonious and full, and the in-depth portrayal is particularly exciting. The virtual and real processing is very good, and the texture expression is also very exciting."
1509f1644f684154867cb560ed651ab6.jpg,oil painting*classicism*still life,41.67,4.5,,3.67,3.67,4,4,3.67,3.5,3.67,3.5,"Not proficient in using colors, the relationship between light and dark is fragmented and the composition is not in line with the law of perspective."
152061c3eb7d441b9dc44c07fe7661b6.jpg,oil painting*classicism*portraiture,70,,,7,7.17,,6.83,7,7.17,7.17,,
1542e256fece4a02a06bbaaf396d2d71.png,traditional Chinese painting*meticulous*portraiture,70.83,,,7,7,,6.5,6.83,7.83,6.83,,
154ad1dcdb4647bf9254c013a35d8870.jpg,sketching*symbolism*portraiture,72.5,,,6.67,6.83,,6.83,,6.67,6.83,,
15611c35d5da4f71bf2e42fd54ae9af5.png,traditional Chinese painting*freehand*mountains and water,83.33,8,8.17,8.17,,8.67,,8.17,8.5,8,8.33,"This traditional freehand painting has vivid lines and ink, and a fresh and refined style, making it a rare and excellent work. The picture is very delicate, and calligraphy is the finishing touch. Calligraphy and painting complement each other, and the elements in the picture are concise, intuitive, and rich."
156a5582eb5c422295a3ee35277346e7.png,traditional Chinese painting*freehand*mountains and water,73.33,7.5,7.67,7.33,,7.5,,7.83,7.5,7.83,8,"At first glance, this painting is Li Keran's ""Ten Thousand Mountains Red and Stained in Layers of Forests"". With its unique artistic characteristics and creative concepts, the painting showcases the magnificent scenery of late autumn in the southern region, while also conveying the author's love for the motherland and revolution. His creative inspiration: This work depicts the mountains and rivers in Sichuan and the Qixia landform in Guangdong, breaking the limitations of original poetry. Through rich imagination, choices, and exaggerated techniques, it showcases the realism of waterfalls and the dynamic feeling of trees standing in the mountains. His creative inspiration comes from Mao Zedong's poem ""Spring in Qinyuan, Changsha"", which includes the line ""Ten thousand mountains are red, and the layers of forests are dyed"", combined with the author's experience of sketching in Sichuan, Guangdong and other places. The technique of ink accumulation and color rendering: In terms of technique, ""Ten Thousand Mountains and Red Trees Stained"" first uses a thick black ink color as the base, and then uses cinnabar to express it, echoing the colors of vermilion and ocher, forming a contrast between warm and cold colors. Most of the large areas of ink accumulation in the works are rendered using wet pens, with clear layers of ink and a strong sense of space. Using cinnabar as the main color tone and replacing black ink with red, the magnificent scenery of the late autumn in the southern region is portrayed, creating a majestic atmosphere and the majestic momentum of the mountains. Composition and Color: In terms of composition, ""Ten Thousand Mountains Red and Stained by Layers of Forest"" adopts ""monument style composition"" and ""door panel style composition"", forcing the audience's gaze to focus on the mountain, creating a sense of shock like looking up at a monument. The use of Western perspective and shading techniques in the painting gives the landscape a sense of volume and light and shadow effects. At the same time, painters also pay attention to the use of traditional lines, texturing techniques, and ink color changes, making the landscape rich in variation and rhythm. The picture is very delicate, and calligraphy is the finishing touch. Calligraphy and painting complement each other, and the elements in the picture are concise, intuitive, and rich."
156bb1aad02b41389cbf9b5e00465935.jpg,sketching*romanticism*landscapes,54.17,5,4.83,4.67,,4.83,,,4.33,4.83,5.17,"The composition is stable, the black and white contrast is acceptable, the lines are average, and the light and shadow effects are slightly dull. Details processing needs to be strengthened"
156f98a7ae8f46e7b6eb89c7826060e0.jpg,sketching*romanticism*still life,70.83,6.17,6.67,6.17,,6.33,,,6,6.33,6.5,
1573156f4f5041289404d23526c0c158.jpg,oil painting*symbolism*still life,65,6.5,,6.67,6.17,6.67,6.17,6.17,6.17,7.17,6.83,
1584390c35b34ed1b2253710ff8f3d00.jpg,sketching*symbolism*landscapes,82.5,7.67,,7.5,7.33,7.83,8.17,,8.17,8,7.83,
1587fb8bf46c4e749d91362c99d0b4a3.png,traditional Chinese painting*freehand*portraiture,83.33,8.17,8.17,8.33,,7.67,,8.33,8.17,8.17,,"The picture is very delicate, and calligraphy is the finishing touch. Calligraphy and painting complement each other, and the elements in the picture are concise, intuitive, and rich. A very good picture. The characters and background complement each other well. The overall artistic conception of the picture is also very good. The ink color is harmonious, the lines are not messy, and the background is also very harmonious"
158939e978ab4fbfbf11b13c806569f0.jpg,oil painting*classicism*still life,33.57,3.14,,3.43,3.14,3.43,3.57,3.57,3.29,3.71,3,"Lack of details, lack of volume, the picture is too flat, the composition is crowded, and the completion is very low. The composition is good, with a lot of missing details and monotonous colors"
1589e29b5e154c5fb0e9577dd522fc77.jpg,sketching*classicism*still life,79.17,6.67,,8,6.33,6.33,8,,6.67,7.17,7.67,
158a8926b4c54ff5a5db6f9fa1bbfba5.jpg,sketching*symbolism*portraiture,80.83,,,7.67,7.83,,8,,7.5,7.83,,"The characters are not quite aligned, the facial structure is weak, and there is a lack of detailed depiction"
158d0debd3a84d9b9fc111a66228494a.jpg,sketching*romanticism*landscapes,30.83,3.67,3.67,3.83,,3.33,,,2.83,3.33,3.17,"The composition and layout are relatively simple, with unclear black and white contrast, resulting in a lack of visual focus in the image. Rough lines, lack of delicacy, and lack of details"
15951a81db18458fac2a54cf959ce776.jpg,sketching*symbolism*portraiture,78.33,,,7.5,7.5,,7.67,,7.17,7.17,,
15998471f25648c095d56ba9cdadcc55.jpg,oil painting*classicism*still life,46.67,4.67,,4.5,5,5,5.17,5.67,5,4.67,5.5,"The visual form is good, the composition is interesting, and although the colors are simple, they are very harmonious"
159b74d4047c426daba2aff984cc3918.jpg,sketching*romanticism*landscapes,30.83,3.67,3.67,3.5,,3.83,,,2.5,3.33,3.83,"The composition layout is relatively simple, with a single black and white layer, lack of rhythm in density, and lack of details"
159c1d5c758748e09ba2efec9e295705.jpg,sketching*classicism*still life,68.33,5.5,,6,5.17,5.5,6.33,,5.83,5.33,5.67,
